id,platform,lang,kind,town,service,caption,chars,link,media_required,media_kind,media_brief,media_url,video_script,status,scheduled_for
"fact-cheap-auto-insurance-all-es-instagram","instagram","es","fact","","cheap-auto-insurance","Dato que conviene saber (NJ):

Para pólizas emitidas o renovadas a partir del 1 de enero de 2026, los mínimos de NJ suben a 35/70/25: $35,000 por persona, $70,000 por accidente y $25,000 por daños a la propiedad.

Fuente: NJ DOBI Bulletin 25-06

https://example-placeholder.com/es

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","460","https://example-placeholder.com/es","true","image","Tarjeta con la cifra o la fecha clave en grande, y la cita legal pequeña abajo.","","","draft",""
"fact-cheap-auto-insurance-all-es-tiktok","tiktok","es","fact","","cheap-auto-insurance","Dato que conviene saber (NJ):

Para pólizas emitidas o renovadas a partir del 1 de enero de 2026, los mínimos de NJ suben a 35/70/25: $35,000 por persona, $70,000 por accidente y $25,000 por daños a la propiedad.

Fuente: NJ DOBI Bulletin 25-06

https://example-placeholder.com/es

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","460","https://example-placeholder.com/es","true","video","Tarjeta con la cifra o la fecha clave en grande, y la cita legal pequeña abajo.","","GANCHO (0-3s): ""Para pólizas emitidas o renovadas a partir del 1 de enero de 2026, los mínimos de NJ suben a 35/70/25: $35,000 por persona, $70,000 por accidente y $25,000 por daños a la propiedad.""
DESARROLLO (3-25s): explica el punto con un ejemplo concreto de la zona.
CIERRE (25-30s): ""Te conectamos gratis con un agente con licencia. Link en bio.""","draft",""
"fact-cheap-auto-insurance-all-en-facebook","facebook","en","fact","","cheap-auto-insurance","Worth knowing (NJ):

For policies issued or renewed on or after January 1, 2026, NJ minimums rise to 35/70/25: $35,000 per person, $70,000 per accident, and $25,000 property damage.

Source: NJ DOBI Bulletin 25-06

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","400","https://example-placeholder.com/en","false","","","","","draft",""
"fact-cheap-auto-insurance-all-en-instagram","instagram","en","fact","","cheap-auto-insurance","Worth knowing (NJ):

For policies issued or renewed on or after January 1, 2026, NJ minimums rise to 35/70/25: $35,000 per person, $70,000 per accident, and $25,000 property damage.

Source: NJ DOBI Bulletin 25-06

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","400","https://example-placeholder.com/en","true","image","Card with the key figure or date large, legal citation small underneath.","","","draft",""
"fact-cheap-auto-insurance-all-en-tiktok","tiktok","en","fact","","cheap-auto-insurance","Worth knowing (NJ):

For policies issued or renewed on or after January 1, 2026, NJ minimums rise to 35/70/25: $35,000 per person, $70,000 per accident, and $25,000 property damage.

Source: NJ DOBI Bulletin 25-06

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","400","https://example-placeholder.com/en","true","video","Card with the key figure or date large, legal citation small underneath.","","HOOK (0-3s): ""For policies issued or renewed on or after January 1, 2026, NJ minimums rise to 35/70/25: $35,000 per person, $70,000 per accident, and $25,000 property damage.""
BODY (3-25s): explain the point with one concrete local example.
CLOSE (25-30s): ""We connect you with a licensed agent, free. Link in bio.""","draft",""
"fact-cheap-auto-insurance-all-es-facebook","facebook","es","fact","","cheap-auto-insurance","Dato que conviene saber (NJ):

Nueva Jersey es un estado ""no-fault"": el PIP (Personal Injury Protection) es obligatorio y paga tus gastos médicos después de un accidente sin importar quién tuvo la culpa.

Fuente: N.J.S.A. 39:6A-1 et seq.

https://example-placeholder.com/es

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","453","https://example-placeholder.com/es","false","","","","","draft",""
"fact-cheap-auto-insurance-all-es-instagram","instagram","es","fact","","cheap-auto-insurance","Dato que conviene saber (NJ):

Nueva Jersey es un estado ""no-fault"": el PIP (Personal Injury Protection) es obligatorio y paga tus gastos médicos después de un accidente sin importar quién tuvo la culpa.

Fuente: N.J.S.A. 39:6A-1 et seq.

https://example-placeholder.com/es

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","453","https://example-placeholder.com/es","true","image","Tarjeta con la cifra o la fecha clave en grande, y la cita legal pequeña abajo.","","","draft",""
"fact-cheap-auto-insurance-all-es-tiktok","tiktok","es","fact","","cheap-auto-insurance","Dato que conviene saber (NJ):

Nueva Jersey es un estado ""no-fault"": el PIP (Personal Injury Protection) es obligatorio y paga tus gastos médicos después de un accidente sin importar quién tuvo la culpa.

Fuente: N.J.S.A. 39:6A-1 et seq.

https://example-placeholder.com/es

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","453","https://example-placeholder.com/es","true","video","Tarjeta con la cifra o la fecha clave en grande, y la cita legal pequeña abajo.","","GANCHO (0-3s): ""Nueva Jersey es un estado ""no-fault"": el PIP (Personal Injury Protection) es obligatorio y paga tus gastos médicos después de un accidente sin importar quién tuvo la culpa.""
DESARROLLO (3-25s): explica el punto con un ejemplo concreto de la zona.
CIERRE (25-30s): ""Te conectamos gratis con un agente con licencia. Link en bio.""","draft",""
"fact-cheap-auto-insurance-all-en-facebook","facebook","en","fact","","cheap-auto-insurance","Worth knowing (NJ):

New Jersey is a no-fault state: PIP (Personal Injury Protection) is mandatory and pays your medical expenses after a crash regardless of who was at fault.

Source: N.J.S.A. 39:6A-1 et seq.

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","396","https://example-placeholder.com/en","false","","","","","draft",""
"fact-cheap-auto-insurance-all-en-instagram","instagram","en","fact","","cheap-auto-insurance","Worth knowing (NJ):

New Jersey is a no-fault state: PIP (Personal Injury Protection) is mandatory and pays your medical expenses after a crash regardless of who was at fault.

Source: N.J.S.A. 39:6A-1 et seq.

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","396","https://example-placeholder.com/en","true","image","Card with the key figure or date large, legal citation small underneath.","","","draft",""
"fact-cheap-auto-insurance-all-en-tiktok","tiktok","en","fact","","cheap-auto-insurance","Worth knowing (NJ):

New Jersey is a no-fault state: PIP (Personal Injury Protection) is mandatory and pays your medical expenses after a crash regardless of who was at fault.

Source: N.J.S.A. 39:6A-1 et seq.

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","396","https://example-placeholder.com/en","true","video","Card with the key figure or date large, legal citation small underneath.","","HOOK (0-3s): ""New Jersey is a no-fault state: PIP (Personal Injury Protection) is mandatory and pays your medical expenses after a crash regardless of who was at fault.""
BODY (3-25s): explain the point with one concrete local example.
CLOSE (25-30s): ""We connect you with a licensed agent, free. Link in bio.""","draft",""
"fact-cheap-auto-insurance-all-es-facebook","facebook","es","fact","","cheap-auto-insurance","Dato que conviene saber (NJ):

Según rangos publicados por U.S.

Fuente: Rangos publicados por U.S. News, Bankrate, NerdWallet e Insurify (2024–2025)

https://example-placeholder.com/es

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","365","https://example-placeholder.com/es","false","","","","","draft",""
"fact-cheap-auto-insurance-all-es-instagram","instagram","es","fact","","cheap-auto-insurance","Dato que conviene saber (NJ):

Según rangos publicados por U.S.

Fuente: Rangos publicados por U.S. News, Bankrate, NerdWallet e Insurify (2024–2025)

https://example-placeholder.com/es

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","365","https://example-placeholder.com/es","true","image","Tarjeta con la cifra o la fecha clave en grande, y la cita legal pequeña abajo.","","","draft",""
"fact-cheap-auto-insurance-all-es-tiktok","tiktok","es","fact","","cheap-auto-insurance","Dato que conviene saber (NJ):

Según rangos publicados por U.S.

Fuente: Rangos publicados por U.S. News, Bankrate, NerdWallet e Insurify (2024–2025)

https://example-placeholder.com/es

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","365","https://example-placeholder.com/es","true","video","Tarjeta con la cifra o la fecha clave en grande, y la cita legal pequeña abajo.","","GANCHO (0-3s): ""Según rangos publicados por U.S.""
DESARROLLO (3-25s): explica el punto con un ejemplo concreto de la zona.
CIERRE (25-30s): ""Te conectamos gratis con un agente con licencia. Link en bio.""","draft",""
"fact-cheap-auto-insurance-all-en-facebook","facebook","en","fact","","cheap-auto-insurance","Worth knowing (NJ):

Per ranges published by U.S.

Source: Rangos publicados por U.S. News, Bankrate, NerdWallet e Insurify (2024–2025)

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","322","https://example-placeholder.com/en","false","","","","","draft",""
"fact-cheap-auto-insurance-all-en-instagram","instagram","en","fact","","cheap-auto-insurance","Worth knowing (NJ):

Per ranges published by U.S.

Source: Rangos publicados por U.S. News, Bankrate, NerdWallet e Insurify (2024–2025)

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","322","https://example-placeholder.com/en","true","image","Card with the key figure or date large, legal citation small underneath.","","","draft",""
"fact-cheap-auto-insurance-all-en-tiktok","tiktok","en","fact","","cheap-auto-insurance","Worth knowing (NJ):

Per ranges published by U.S.

Source: Rangos publicados por U.S. News, Bankrate, NerdWallet e Insurify (2024–2025)

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","322","https://example-placeholder.com/en","true","video","Card with the key figure or date large, legal citation small underneath.","","HOOK (0-3s): ""Per ranges published by U.S.""
BODY (3-25s): explain the point with one concrete local example.
CLOSE (25-30s): ""We connect you with a licensed agent, free. Link in bio.""","draft",""
"fact-workers-comp-all-es-facebook","facebook","es","fact","","workers-comp","Dato que conviene saber (NY):

En Nueva York, la compensación laboral es obligatoria para prácticamente todo empleador con empleados, incluyendo familiares y trabajadores de medio tiempo.

Fuente: NY Workers' Compensation Law § 10

https://example-placeholder.com/es

#CompensacionLaboral #WorkersComp #Negocios #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","452","https://example-placeholder.com/es","false","","","","","draft",""
"fact-workers-comp-all-es-instagram","instagram","es","fact","","workers-comp","Dato que conviene saber (NY):

En Nueva York, la compensación laboral es obligatoria para prácticamente todo empleador con empleados, incluyendo familiares y trabajadores de medio tiempo.

Fuente: NY Workers' Compensation Law § 10

https://example-placeholder.com/es

#CompensacionLaboral #WorkersComp #Negocios #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","452","https://example-placeholder.com/es","true","image","Tarjeta con la cifra o la fecha clave en grande, y la cita legal pequeña abajo.","","","draft",""
"fact-workers-comp-all-es-tiktok","tiktok","es","fact","","workers-comp","Dato que conviene saber (NY):

En Nueva York, la compensación laboral es obligatoria para prácticamente todo empleador con empleados, incluyendo familiares y trabajadores de medio tiempo.

Fuente: NY Workers' Compensation Law § 10

https://example-placeholder.com/es

#CompensacionLaboral #WorkersComp #Negocios #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","452","https://example-placeholder.com/es","true","video","Tarjeta con la cifra o la fecha clave en grande, y la cita legal pequeña abajo.","","GANCHO (0-3s): ""En Nueva York, la compensación laboral es obligatoria para prácticamente todo empleador con empleados, incluyendo familiares y trabajadores de medio tiempo.""
DESARROLLO (3-25s): explica el punto con un ejemplo concreto de la zona.
CIERRE (25-30s): ""Te conectamos gratis con un agente con licencia. Link en bio.""","draft",""
"fact-workers-comp-all-en-facebook","facebook","en","fact","","workers-comp","Worth knowing (NY):

In New York, workers' compensation is mandatory for virtually every employer with employees, including family members and part-time workers.

Source: NY Workers' Compensation Law § 10

https://example-placeholder.com/en

#WorkersComp #SmallBusiness #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","390","https://example-placeholder.com/en","false","","","","","draft",""
"fact-workers-comp-all-en-instagram","instagram","en","fact","","workers-comp","Worth knowing (NY):

In New York, workers' compensation is mandatory for virtually every employer with employees, including family members and part-time workers.

Source: NY Workers' Compensation Law § 10

https://example-placeholder.com/en

#WorkersComp #SmallBusiness #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","390","https://example-placeholder.com/en","true","image","Card with the key figure or date large, legal citation small underneath.","","","draft",""
"fact-workers-comp-all-en-tiktok","tiktok","en","fact","","workers-comp","Worth knowing (NY):

In New York, workers' compensation is mandatory for virtually every employer with employees, including family members and part-time workers.

Source: NY Workers' Compensation Law § 10

https://example-placeholder.com/en

#WorkersComp #SmallBusiness #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","390","https://example-placeholder.com/en","true","video","Card with the key figure or date large, legal citation small underneath.","","HOOK (0-3s): ""In New York, workers' compensation is mandatory for virtually every employer with employees, including family members and part-time workers.""
BODY (3-25s): explain the point with one concrete local example.
CLOSE (25-30s): ""We connect you with a licensed agent, free. Link in bio.""","draft",""
"fact-workers-comp-all-es-facebook","facebook","es","fact","","workers-comp","Dato que conviene saber (NY):

Además del workers' comp, los empleadores de NY deben tener seguro de incapacidad (DBL) y Paid Family Leave (PFL).

Fuente: NY WCL Article 9 (DBL) y NY Paid Family Leave

https://example-placeholder.com/es

#CompensacionLaboral #WorkersComp #Negocios #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","422","https://example-placeholder.com/es","false","","","","","draft",""
"fact-workers-comp-all-es-instagram","instagram","es","fact","","workers-comp","Dato que conviene saber (NY):

Además del workers' comp, los empleadores de NY deben tener seguro de incapacidad (DBL) y Paid Family Leave (PFL).

Fuente: NY WCL Article 9 (DBL) y NY Paid Family Leave

https://example-placeholder.com/es

#CompensacionLaboral #WorkersComp #Negocios #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","422","https://example-placeholder.com/es","true","image","Tarjeta con la cifra o la fecha clave en grande, y la cita legal pequeña abajo.","","","draft",""
"fact-workers-comp-all-es-tiktok","tiktok","es","fact","","workers-comp","Dato que conviene saber (NY):

Además del workers' comp, los empleadores de NY deben tener seguro de incapacidad (DBL) y Paid Family Leave (PFL).

Fuente: NY WCL Article 9 (DBL) y NY Paid Family Leave

https://example-placeholder.com/es

#CompensacionLaboral #WorkersComp #Negocios #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","422","https://example-placeholder.com/es","true","video","Tarjeta con la cifra o la fecha clave en grande, y la cita legal pequeña abajo.","","GANCHO (0-3s): ""Además del workers' comp, los empleadores de NY deben tener seguro de incapacidad (DBL) y Paid Family Leave (PFL).""
DESARROLLO (3-25s): explica el punto con un ejemplo concreto de la zona.
CIERRE (25-30s): ""Te conectamos gratis con un agente con licencia. Link en bio.""","draft",""
"fact-workers-comp-all-en-facebook","facebook","en","fact","","workers-comp","Worth knowing (NY):

Beyond workers' comp, NY employers must carry disability benefits (DBL) and Paid Family Leave (PFL).

Source: NY WCL Article 9 (DBL) y NY Paid Family Leave

https://example-placeholder.com/en

#WorkersComp #SmallBusiness #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","362","https://example-placeholder.com/en","false","","","","","draft",""
"fact-workers-comp-all-en-instagram","instagram","en","fact","","workers-comp","Worth knowing (NY):

Beyond workers' comp, NY employers must carry disability benefits (DBL) and Paid Family Leave (PFL).

Source: NY WCL Article 9 (DBL) y NY Paid Family Leave

https://example-placeholder.com/en

#WorkersComp #SmallBusiness #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","362","https://example-placeholder.com/en","true","image","Card with the key figure or date large, legal citation small underneath.","","","draft",""
"fact-workers-comp-all-en-tiktok","tiktok","en","fact","","workers-comp","Worth knowing (NY):

Beyond workers' comp, NY employers must carry disability benefits (DBL) and Paid Family Leave (PFL).

Source: NY WCL Article 9 (DBL) y NY Paid Family Leave

https://example-placeholder.com/en

#WorkersComp #SmallBusiness #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","362","https://example-placeholder.com/en","true","video","Card with the key figure or date large, legal citation small underneath.","","HOOK (0-3s): ""Beyond workers' comp, NY employers must carry disability benefits (DBL) and Paid Family Leave (PFL).""
BODY (3-25s): explain the point with one concrete local example.
CLOSE (25-30s): ""We connect you with a licensed agent, free. Link in bio.""","draft",""
"fact-contractor-insurance-all-es-facebook","facebook","es","fact","","contractor-insurance","Dato que conviene saber (NY):

En la ciudad de Nueva York, los contratistas necesitan responsabilidad civil general (GL) para obtener y mantener su licencia con el Department of Buildings (DOB).

Fuente: NYC Department of Buildings licensing requirements

https://example-placeholder.com/es

#Contratistas #SeguroDeContratista #COI #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","472","https://example-placeholder.com/es","false","","","","","draft",""
"fact-contractor-insurance-all-es-instagram","instagram","es","fact","","contractor-insurance","Dato que conviene saber (NY):

En la ciudad de Nueva York, los contratistas necesitan responsabilidad civil general (GL) para obtener y mantener su licencia con el Department of Buildings (DOB).

Fuente: NYC Department of Buildings licensing requirements

https://example-placeholder.com/es

#Contratistas #SeguroDeContratista #COI #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","472","https://example-placeholder.com/es","true","image","Tarjeta con la cifra o la fecha clave en grande, y la cita legal pequeña abajo.","","","draft",""
"fact-contractor-insurance-all-es-tiktok","tiktok","es","fact","","contractor-insurance","Dato que conviene saber (NY):

En la ciudad de Nueva York, los contratistas necesitan responsabilidad civil general (GL) para obtener y mantener su licencia con el Department of Buildings (DOB).

Fuente: NYC Department of Buildings licensing requirements

https://example-placeholder.com/es

#Contratistas #SeguroDeContratista #COI #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","472","https://example-placeholder.com/es","true","video","Tarjeta con la cifra o la fecha clave en grande, y la cita legal pequeña abajo.","","GANCHO (0-3s): ""En la ciudad de Nueva York, los contratistas necesitan responsabilidad civil general (GL) para obtener y mantener su licencia con el Department of Buildings (DOB).""
DESARROLLO (3-25s): explica el punto con un ejemplo concreto de la zona.
CIERRE (25-30s): ""Te conectamos gratis con un agente con licencia. Link en bio.""","draft",""
"fact-contractor-insurance-all-en-facebook","facebook","en","fact","","contractor-insurance","Worth knowing (NY):

In New York City, contractors need commercial general liability (GL) to obtain and keep their Department of Buildings (DOB) license.

Source: NYC Department of Buildings licensing requirements

https://example-placeholder.com/en

#Contractors #GeneralLiability #COI #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","407","https://example-placeholder.com/en","false","","","","","draft",""
"fact-contractor-insurance-all-en-instagram","instagram","en","fact","","contractor-insurance","Worth knowing (NY):

In New York City, contractors need commercial general liability (GL) to obtain and keep their Department of Buildings (DOB) license.

Source: NYC Department of Buildings licensing requirements

https://example-placeholder.com/en

#Contractors #GeneralLiability #COI #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","407","https://example-placeholder.com/en","true","image","Card with the key figure or date large, legal citation small underneath.","","","draft",""
"fact-contractor-insurance-all-en-tiktok","tiktok","en","fact","","contractor-insurance","Worth knowing (NY):

In New York City, contractors need commercial general liability (GL) to obtain and keep their Department of Buildings (DOB) license.

Source: NYC Department of Buildings licensing requirements

https://example-placeholder.com/en

#Contractors #GeneralLiability #COI #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","407","https://example-placeholder.com/en","true","video","Card with the key figure or date large, legal citation small underneath.","","HOOK (0-3s): ""In New York City, contractors need commercial general liability (GL) to obtain and keep their Department of Buildings (DOB) license.""
BODY (3-25s): explain the point with one concrete local example.
CLOSE (25-30s): ""We connect you with a licensed agent, free. Link in bio.""","draft",""
"fact-cheap-auto-insurance-all-es-facebook","facebook","es","fact","","cheap-auto-insurance","Dato que conviene saber (NY):

Los mínimos de responsabilidad en Nueva York son $25,000 por persona y $50,000 por accidente por lesiones corporales, $50,000 y $100,000 si hay fallecimiento, y $10,000 por daños a la propiedad.

Fuente: NY Vehicle & Traffic Law § 311; NY Insurance Law § 3420

https://example-placeholder.com/es

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","506","https://example-placeholder.com/es","false","","","","","draft",""
"fact-cheap-auto-insurance-all-es-instagram","instagram","es","fact","","cheap-auto-insurance","Dato que conviene saber (NY):

Los mínimos de responsabilidad en Nueva York son $25,000 por persona y $50,000 por accidente por lesiones corporales, $50,000 y $100,000 si hay fallecimiento, y $10,000 por daños a la propiedad.

Fuente: NY Vehicle & Traffic Law § 311; NY Insurance Law § 3420

https://example-placeholder.com/es

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","506","https://example-placeholder.com/es","true","image","Tarjeta con la cifra o la fecha clave en grande, y la cita legal pequeña abajo.","","","draft",""
"fact-cheap-auto-insurance-all-es-tiktok","tiktok","es","fact","","cheap-auto-insurance","Dato que conviene saber (NY):

Los mínimos de responsabilidad en Nueva York son $25,000 por persona y $50,000 por accidente por lesiones corporales, $50,000 y $100,000 si hay fallecimiento, y $10,000 por daños a la propiedad.

Fuente: NY Vehicle & Traffic Law § 311; NY Insurance Law § 3420

https://example-placeholder.com/es

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","506","https://example-placeholder.com/es","true","video","Tarjeta con la cifra o la fecha clave en grande, y la cita legal pequeña abajo.","","GANCHO (0-3s): ""Los mínimos de responsabilidad en Nueva York son $25,000 por persona y $50,000 por accidente por lesiones corporales, $50,000 y $100,000 si hay fallecimiento, y $10,000 por daños a la propiedad.""
DESARROLLO (3-25s): explica el punto con un ejemplo concreto de la zona.
CIERRE (25-30s): ""Te conectamos gratis con un agente con licencia. Link en bio.""","draft",""
"fact-cheap-auto-insurance-all-en-facebook","facebook","en","fact","","cheap-auto-insurance","Worth knowing (NY):

New York's minimum liability limits are $25,000 per person and $50,000 per accident for bodily injury, $50,000 and $100,000 in the event of death, and $10,000 for property damage.

Source: NY Vehicle & Traffic Law § 311; NY Insurance Law § 3420

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","452","https://example-placeholder.com/en","false","","","","","draft",""
"fact-cheap-auto-insurance-all-en-instagram","instagram","en","fact","","cheap-auto-insurance","Worth knowing (NY):

New York's minimum liability limits are $25,000 per person and $50,000 per accident for bodily injury, $50,000 and $100,000 in the event of death, and $10,000 for property damage.

Source: NY Vehicle & Traffic Law § 311; NY Insurance Law § 3420

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","452","https://example-placeholder.com/en","true","image","Card with the key figure or date large, legal citation small underneath.","","","draft",""
"fact-cheap-auto-insurance-all-en-tiktok","tiktok","en","fact","","cheap-auto-insurance","Worth knowing (NY):

New York's minimum liability limits are $25,000 per person and $50,000 per accident for bodily injury, $50,000 and $100,000 in the event of death, and $10,000 for property damage.

Source: NY Vehicle & Traffic Law § 311; NY Insurance Law § 3420

https://example-placeholder.com/en

#AutoInsurance #CarInsurance #NJInsurance #Bilingual

Not a licensed agency. We connect you with licensed NJ/NY agents. Educational info, not advice.","452","https://example-placeholder.com/en","true","video","Card with the key figure or date large, legal citation small underneath.","","HOOK (0-3s): ""New York's minimum liability limits are $25,000 per person and $50,000 per accident for bodily injury, $50,000 and $100,000 in the event of death, and $10,000 for property damage.""
BODY (3-25s): explain the point with one concrete local example.
CLOSE (25-30s): ""We connect you with a licensed agent, free. Link in bio.""","draft",""
"fact-cheap-auto-insurance-all-es-facebook","facebook","es","fact","","cheap-auto-insurance","Dato que conviene saber (NY):

Nueva York también es un estado no-fault: se exige un mínimo de $50,000 en beneficios de PIP, que pagan gastos médicos y parte del salario perdido sin importar quién causó el accidente.

Fuente: NY Insurance Law Article 51 (No-Fault)

https://example-placeholder.com/es

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","480","https://example-placeholder.com/es","false","","","","","draft",""
"fact-cheap-auto-insurance-all-es-instagram","instagram","es","fact","","cheap-auto-insurance","Dato que conviene saber (NY):

Nueva York también es un estado no-fault: se exige un mínimo de $50,000 en beneficios de PIP, que pagan gastos médicos y parte del salario perdido sin importar quién causó el accidente.

Fuente: NY Insurance Law Article 51 (No-Fault)

https://example-placeholder.com/es

#SeguroDeAuto #Aseguranza #AutoBarato #SegurosEnEspañol #NuevaJersey

No somos agencia con licencia. Te conectamos con agentes con licencia en NJ/NY. Info educativa, no asesoría.","480","https://example-placeholder.com/es","true","image","Tarjeta con la cifra o la fecha clave en grande, y la cita legal pequeña abajo.","","","draft",""
